"ad_date","source","campaign_name","adset_name","utm_campaign","total_spend","total_clicks","total_impressions","total_reach","total_leads","total_value"
2021-07-07,Google,Electronics,Narrow,discounts,26210,65,42375,65990,8,28693
2021-07-07,Google,New items,Development,,1127,41,7506,9428,0,968
2021-07-07,Google,Wholesale,Wide,cheap,3354,23,861,4639,0,3458
2021-07-08,Facebook,Brand,Reach 2,recognition,482,5,6192,9572,0,475
2021-07-08,Facebook,Crazy discounts,Improvement,,2056,75,17050,6767,1,2046
2021-07-08,Facebook,Electronics,Narrow,discounts,4790,473,15941,65385,10,4333
2021-07-08,Facebook,Lookalike,Broad,you_might_like,14865,866,55124,81082,1,11896
2021-07-08,Facebook,Lookalike,Broad new,you_might_like,1354,64,2563,3030,2,1115
2021-07-08,Facebook,New items,Development,,1190,148,4415,6029,4,1540
2021-07-08,Facebook,Wholesale,Interests,hobby,6718,113,24596,15491,9,6363
2021-07-08,Facebook,Wholesale,Wide,cheap,1484,24,1953,5855,1,1506
2021-07-08,Google,Crazy discounts,Improvement,,2661,57,18998,5928,5,3785
2021-07-08,Google,Electronics,Narrow,discounts,22069,380,22624,16554,7,19276
2021-07-08,Google,New items,Development,,3742,75,5770,4716,3,2894
2021-07-08,Google,Promos,Parents,discounts,2889,19,15785,7723,3,3798
2021-07-08,Google,Wholesale,Wide,cheap,2722,24,4032,5036,0,2246
2021-07-08,Google,Wholesale,Interests,hobby,7447,242,16051,10489,7,10379
2021-07-09,Facebook,Brand,Reach 2,recognition,486,12,13684,14628,0,760
2021-07-09,Facebook,Crazy discounts,Improvement,,3339,121,14133,3652,4,5140
2021-07-09,Facebook,Electronics,Narrow,discounts,17469,510,60544,33746,5,18925
2021-07-09,Facebook,Lookalike,Broad new,you_might_like,5377,139,8796,12237,1,8101
2021-07-09,Facebook,Lookalike,Broad,you_might_like,12851,421,151281,88772,26,13106
2021-07-09,Facebook,New items,Development,,2922,61,12276,10355,1,3059
2021-07-09,Facebook,New items,Presents,presents,910,48,5908,1081,1,1276
2021-07-09,Facebook,Promos,Parents,discounts,2371,56,10037,20535,4,3533
2021-07-09,Facebook,Wholesale,Interests,hobby,8498,115,13492,19621,4,9581
2021-07-09,Facebook,Wholesale,Wide,cheap,3750,43,6757,1006,1,5666
2021-07-09,Google,Crazy discounts,Improvement,,3010,172,8947,7096,5,4241
2021-07-09,Google,Electronics,Narrow,discounts,24648,94,63016,53665,8,21338
2021-07-09,Google,New items,Presents,presents,357,27,4754,4473,0,409
2021-07-09,Google,New items,Development,,2797,59,10961,1259,2,2519
2021-07-09,Google,Promos,Parents,discounts,3059,103,9447,14124,3,4414
2021-07-09,Google,Wholesale,Interests,hobby,11445,206,21603,15105,5,7491
2021-07-09,Google,Wholesale,Wide,cheap,1224,26,5014,2442,1,1072
2021-07-10,Facebook,Crazy discounts,Improvement,,1936,149,10161,18294,4,3268
2021-07-10,Facebook,Electronics,Narrow,discounts,31183,402,22984,46903,5,43830
2021-07-10,Facebook,Lookalike,Broad new,you_might_like,2413,193,9017,15323,4,1895
2021-07-10,Facebook,New items,Presents,presents,1300,133,3549,4637,1,1536
2021-07-10,Facebook,New items,Development,,1316,217,10026,2852,2,2259
2021-07-10,Facebook,Promos,Parents,discounts,2160,46,15796,7418,2,2520
2021-07-10,Facebook,Wholesale,Interests,hobby,3930,135,12814,18130,2,5858
2021-07-10,Google,Crazy discounts,Improvement,,2224,68,18336,9672,4,3527
2021-07-10,Google,New items,Development,,1456,22,9613,4060,2,2247
2021-07-10,Google,New items,Presents,presents,1779,93,5251,2558,2,2771
2021-07-10,Google,Promos,Parents,discounts,7934,92,7595,16006,2,7932
2021-07-10,Google,Wholesale,Interests,hobby,3807,102,9431,12958,3,3508
2021-07-10,Google,Wholesale,Wide,cheap,7930,73,6221,6473,5,8247
2021-07-11,Facebook,Crazy discounts,Improvement,,3088,77,16177,18222,4,3367
2021-07-11,Facebook,Electronics,Narrow,discounts,3180,116,11137,4853,4,4482
2021-07-11,Facebook,Lookalike,Broad,you_might_like,7599,1522,44150,91381,20,7654
2021-07-11,Facebook,Lookalike,Broad new,you_might_like,2811,302,17251,4313,1,3248
2021-07-11,Facebook,New items,Development,,3848,96,12588,7746,2,2958
2021-07-11,Facebook,New items,Presents,presents,1293,116,2915,4827,1,1620
2021-07-11,Facebook,Promos,Parents,discounts,2171,26,6453,5084,1,4444
2021-07-11,Facebook,Wholesale,Wide,cheap,2531,113,14681,17179,3,3122
2021-07-11,Facebook,Wholesale,Interests,hobby,8592,177,10629,8762,6,6907
2021-07-11,Google,Crazy discounts,Improvement,,2475,47,2862,11663,2,2051
2021-07-11,Google,Electronics,Narrow,discounts,9326,210,22214,24603,5,7961
2021-07-11,Google,New items,Development,,1742,107,2302,5110,2,2138
2021-07-11,Google,New items,Presents,presents,1179,109,4710,2428,1,1275
2021-07-11,Google,Promos,Parents,discounts,1356,41,5387,5140,0,1381
2021-07-11,Google,Wholesale,Interests,hobby,11280,124,7534,19498,3,10894
2021-07-12,Facebook,Brand,Reach 2,recognition,151,0,2506,1993,0,230
2021-07-12,Facebook,Crazy discounts,Improvement,,634,71,5439,15876,4,981
2021-07-12,Facebook,Lookalike,Broad,you_might_like,26031,1410,125100,140016,14,43203
2021-07-12,Facebook,Lookalike,Broad new,you_might_like,8461,117,14063,12567,3,8328
2021-07-12,Facebook,New items,Presents,presents,653,34,3256,3050,0,929
2021-07-12,Facebook,Promos,Parents,discounts,4640,35,7716,18486,1,8790
2021-07-12,Facebook,Wholesale,Interests,hobby,16487,126,19825,30784,6,13683
2021-07-12,Facebook,Wholesale,Wide,cheap,6588,75,5773,2183,4,10619
2021-07-12,Google,Crazy discounts,Improvement,,2883,78,7619,6297,1,4129
2021-07-12,Google,Electronics,Narrow,discounts,6792,709,81527,31618,3,6741
2021-07-12,Google,New items,Presents,presents,696,11,2391,2496,0,850
2021-07-12,Google,New items,Development,,2875,42,4697,10757,1,2461
2021-07-12,Google,Promos,Parents,discounts,6668,62,21713,9748,4,6417
2021-07-12,Google,Wholesale,Wide,cheap,6125,93,2499,9031,2,6366
2021-07-13,Facebook,Crazy discounts,Improvement,,1751,161,14449,5714,6,2487
2021-07-13,Facebook,Electronics,Narrow,discounts,8074,773,25299,32998,1,7570
2021-07-13,Facebook,Lookalike,Broad,you_might_like,33427,722,77193,107535,4,35276
2021-07-13,Facebook,New items,Development,,3770,80,8788,9019,3,6467
2021-07-13,Facebook,New items,Presents,presents,1436,67,7360,1283,1,2062
2021-07-13,Facebook,Promos,Parents,discounts,6784,91,5927,15474,1,14026
2021-07-13,Facebook,Wholesale,Wide,cheap,3823,33,12838,10998,3,3268
2021-07-13,Facebook,Wholesale,Interests,hobby,10726,106,16945,10901,3,12060
2021-07-13,Google,Crazy discounts,Improvement,,1928,82,17543,17065,5,1684
2021-07-13,Google,New items,Development,,988,33,4261,1148,1,898
2021-07-13,Google,Wholesale,Wide,cheap,2098,41,10523,7422,2,1758
2021-07-13,Google,Wholesale,Interests,hobby,1431,85,14102,3116,2,1816
2021-07-14,Facebook,Crazy discounts,Improvement,,2019,127,14016,12695,2,1662
2021-07-14,Facebook,Electronics,Narrow,discounts,16247,964,64629,62069,13,15143
2021-07-14,Facebook,Lookalike,Broad,you_might_like,17293,427,84177,123812,17,19503
2021-07-14,Facebook,New items,Presents,presents,1149,30,4852,5967,1,1997
2021-07-14,Facebook,New items,Development,,1268,144,13806,5925,2,1891
2021-07-14,Facebook,Wholesale,Wide,cheap,6281,165,8794,10844,7,6899
2021-07-14,Facebook,Wholesale,Interests,hobby,1513,97,3339,7314,3,2169
2021-07-14,Google,New items,Development,,555,38,5529,10311,2,613
2021-07-14,Google,Promos,Parents,discounts,6770,114,15096,11503,2,10337
2021-07-14,Google,Wholesale,Interests,hobby,6773,69,8182,2747,2,9129
2021-07-14,Google,Wholesale,Wide,cheap,12158,40,6874,3033,2,19043
2021-07-15,Facebook,Crazy discounts,Improvement,,562,222,5510,13066,2,634
2021-07-15,Facebook,Electronics,Narrow,discounts,23543,610,28930,57011,11,25490
2021-07-15,Facebook,Lookalike,Broad new,you_might_like,2660,177,7091,11802,2,2149
2021-07-15,Facebook,Lookalike,Broad,you_might_like,19308,1343,30368,64130,17,19574
2021-07-15,Facebook,New items,Development,,4879,152,3568,5584,2,5210
2021-07-15,Facebook,New items,Presents,presents,1021,50,5370,2375,0,1753
2021-07-15,Facebook,Promos,Parents,discounts,6154,152,5228,13819,0,9656
2021-07-15,Facebook,Wholesale,Interests,hobby,10237,117,9402,20601,6,15148
2021-07-15,Facebook,Wholesale,Wide,cheap,4723,107,15693,5719,0,5377
2021-07-15,Google,Crazy discounts,Improvement,,1959,197,9384,21321,5,2747
2021-07-15,Google,Electronics,Narrow,discounts,15128,262,73380,33888,5,22417
2021-07-15,Google,Promos,Parents,discounts,6963,61,17446,15221,1,8165
2021-07-15,Google,Wholesale,Interests,hobby,10670,68,5551,13524,2,17407
2021-07-15,Google,Wholesale,Wide,cheap,4760,36,10141,13511,3,4172
2021-07-16,Facebook,Crazy discounts,Improvement,,1924,299,15074,18907,2,2346
2021-07-16,Facebook,Electronics,Narrow,discounts,35256,147,102035,62356,5,29146
2021-07-16,Facebook,Lookalike,Broad,you_might_like,11019,1091,77758,119183,8,16024
2021-07-16,Facebook,Lookalike,Broad new,you_might_like,5726,241,4983,5957,0,5800
2021-07-16,Facebook,New items,Presents,presents,612,11,2273,4625,1,730
2021-07-16,Facebook,New items,Development,,3517,96,6999,14059,4,4848
2021-07-16,Facebook,Promos,Parents,discounts,5446,181,6248,19021,0,8692
2021-07-16,Google,Crazy discounts,Improvement,,705,230,16821,23176,1,966
2021-07-16,Google,New items,Presents,presents,558,19,4326,1979,0,435
2021-07-16,Google,New items,Development,,1811,64,4099,12034,1,2302
2021-07-16,Google,Wholesale,Wide,cheap,4743,130,17865,4243,0,6344
2021-07-17,Facebook,Crazy discounts,Improvement,,3608,73,17498,25446,1,2740
2021-07-17,Facebook,Electronics,Narrow,discounts,7769,345,41392,51729,8,13562
2021-07-17,Facebook,Lookalike,Broad new,you_might_like,5433,205,2892,4674,3,9389
2021-07-17,Facebook,Lookalike,Broad,you_might_like,23370,850,96750,26238,26,22077
2021-07-17,Facebook,New items,Presents,presents,307,15,1391,671,0,488
2021-07-17,Facebook,New items,Development,,1449,143,3619,8554,3,1846
2021-07-17,Facebook,Promos,Parents,discounts,2027,162,6737,13264,2,3643
2021-07-17,Facebook,Wholesale,Wide,cheap,3508,49,25996,7803,6,5064
2021-07-17,Facebook,Wholesale,Interests,hobby,7180,31,18726,20647,3,7897
2021-07-17,Google,Crazy discounts,Improvement,,1958,294,9006,4690,8,2549
2021-07-17,Google,New items,Presents,presents,333,8,234,387,0,391
2021-07-17,Google,New items,Development,,3567,124,7649,12943,3,4605
2021-07-17,Google,Promos,Parents,discounts,5447,53,7437,7988,2,7322
2021-07-17,Google,Wholesale,Interests,hobby,4281,118,10650,13895,1,4106
2021-07-17,Google,Wholesale,Wide,cheap,8163,24,20715,22615,3,12275
2021-07-18,Facebook,Crazy discounts,Improvement,,1487,193,24994,10674,8,1785
2021-07-18,Facebook,Electronics,Narrow,discounts,27320,170,43755,37725,13,31146
2021-07-18,Facebook,Lookalike,Broad new,you_might_like,4647,141,18653,5722,2,5502
2021-07-18,Facebook,Lookalike,Broad,you_might_like,58824,860,175719,125013,38,52313
2021-07-18,Facebook,New items,Development,,6412,252,14044,13008,4,9390
2021-07-18,Facebook,Promos,Parents,discounts,3593,59,7982,13635,2,4938
2021-07-18,Facebook,Wholesale,Wide,cheap,12548,104,9606,12167,2,14396
2021-07-18,Facebook,Wholesale,Interests,hobby,5407,54,16147,5316,1,4252
2021-07-18,Google,Crazy discounts,Improvement,,1729,292,3483,3822,7,1181
2021-07-18,Google,Electronics,Narrow,discounts,12901,626,39121,85715,13,15365
2021-07-18,Google,New items,Development,,3768,71,15950,7970,1,4957
2021-07-18,Google,Promos,Parents,discounts,2696,44,12603,14888,3,3223
2021-07-18,Google,Wholesale,Interests,hobby,7986,66,9980,11771,1,10269
2021-07-19,Facebook,Crazy discounts,Improvement,,1175,166,13161,8150,1,1763
2021-07-19,Facebook,Electronics,Narrow,discounts,31532,472,57646,71608,9,44344
2021-07-19,Facebook,Lookalike,Broad,you_might_like,40964,1446,180421,62261,32,41897
2021-07-19,Facebook,Lookalike,Broad new,you_might_like,3355,45,9627,7551,2,3348
2021-07-19,Facebook,New items,Development,,2071,158,24955,17110,4,2949
2021-07-19,Facebook,Promos,Parents,discounts,5978,149,3688,5189,1,7826
2021-07-19,Facebook,Wholesale,Interests,hobby,6520,70,3533,16581,5,9584
2021-07-19,Facebook,Wholesale,Wide,cheap,12948,29,15443,14108,3,15652
2021-07-19,Google,Electronics,Narrow,discounts,10621,554,48662,51604,5,14424
2021-07-19,Google,New items,Development,,5138,190,10696,15838,7,7440
2021-07-19,Google,Promos,Parents,discounts,1978,34,20662,13979,0,1976
2021-07-19,Google,Wholesale,Interests,hobby,2604,55,13210,14223,3,4266
2021-07-19,Google,Wholesale,Wide,cheap,5019,40,19936,18399,3,4121
2021-07-20,Facebook,Crazy discounts,Improvement,,2068,103,24982,23473,4,1697
2021-07-20,Facebook,Electronics,Narrow,discounts,6087,798,119557,73557,10,6633
2021-07-20,Facebook,Lookalike,Broad new,you_might_like,1116,228,6113,2622,1,1266
2021-07-20,Facebook,Lookalike,Broad,you_might_like,40393,1057,158331,119882,54,51048
2021-07-20,Facebook,New items,Development,,7116,342,19429,11169,0,8230
2021-07-20,Facebook,Promos,Parents,discounts,1611,106,23946,21723,2,1835
2021-07-20,Facebook,Wholesale,Wide,cheap,10134,46,11493,15666,1,14457
2021-07-20,Facebook,Wholesale,Interests,hobby,3501,138,19165,18092,2,4587
2021-07-20,Google,Crazy discounts,Improvement,,1382,254,10360,12354,6,1298
2021-07-20,Google,Electronics,Narrow,discounts,19889,653,77189,19618,10,16984
2021-07-20,Google,New items,Development,,3159,164,18611,15314,2,3846
2021-07-20,Google,Promos,Parents,discounts,3818,50,9257,4021,0,5933
2021-07-20,Google,Wholesale,Wide,cheap,7258,30,15312,5436,5,7617
2021-07-21,Facebook,Crazy discounts,Improvement,,1366,249,4032,13851,2,1341
2021-07-21,Facebook,Electronics,Narrow,discounts,12315,516,29413,104043,12,14456
2021-07-21,Facebook,Lookalike,Broad,you_might_like,45925,2784,151035,200075,32,75271
2021-07-21,Facebook,Lookalike,Broad new,you_might_like,5390,149,14321,3375,4,7500
2021-07-21,Facebook,Promos,Parents,discounts,5917,64,17283,11193,1,13266
2021-07-21,Facebook,Wholesale,Interests,hobby,10725,113,19876,18161,2,11318
2021-07-21,Facebook,Wholesale,Wide,cheap,2598,26,8517,6702,1,4179
2021-07-21,Google,Crazy discounts,Improvement,,1550,53,10085,14735,7,1332
2021-07-21,Google,Electronics,Narrow,discounts,3811,655,15296,64845,9,3044
2021-07-21,Google,New items,Development,,5924,144,7678,10048,2,4197
2021-07-21,Google,Promos,Parents,discounts,5584,30,13095,5375,1,4204
2021-07-21,Google,Wholesale,Wide,cheap,1551,34,16152,16083,3,2190
2021-07-21,Google,Wholesale,Interests,hobby,8270,18,10281,16117,3,10533
2021-07-22,Facebook,Crazy discounts,Improvement,,1196,155,7535,13228,0,1724
2021-07-22,Facebook,Electronics,Narrow,discounts,24926,310,124048,32981,2,23358
2021-07-22,Facebook,Lookalike,Broad,you_might_like,34129,1722,123890,128107,50,40274
2021-07-22,Facebook,Lookalike,Broad new,you_might_like,3197,199,10039,15559,2,2717
2021-07-22,Facebook,New items,Development,,1367,272,9249,15316,1,1635
2021-07-22,Facebook,Promos,Parents,discounts,4799,120,3797,5237,3,7309
2021-07-22,Facebook,Wholesale,Interests,hobby,6675,169,4569,19972,4,9655
2021-07-22,Facebook,Wholesale,Wide,cheap,1924,93,6664,13130,3,2142
2021-07-22,Google,Promos,Parents,discounts,1977,69,5705,12837,1,1577
2021-07-22,Google,Wholesale,Wide,cheap,4999,62,8158,18158,1,6351
2021-07-22,Google,Wholesale,Interests,hobby,5577,130,24848,14821,4,4787
2021-07-23,Facebook,Crazy discounts,Improvement,,671,294,25988,8799,2,1087
2021-07-23,Facebook,Electronics,Narrow,discounts,31246,378,106354,49308,11,44729
2021-07-23,Facebook,Lookalike,Broad new,you_might_like,2948,211,6079,2266,4,3441
2021-07-23,Facebook,Lookalike,Broad,you_might_like,70626,1383,212263,134838,3,76959
2021-07-23,Facebook,New items,Development,,4110,267,20187,8987,4,4076
2021-07-23,Facebook,Promos,Parents,discounts,3677,165,15439,10789,2,6996
2021-07-23,Facebook,Wholesale,Wide,cheap,10882,87,25525,13780,2,9738
2021-07-23,Facebook,Wholesale,Interests,hobby,9548,95,6440,20636,3,13308
2021-07-23,Google,Crazy discounts,Improvement,,907,134,8346,5716,2,964
2021-07-23,Google,Electronics,Narrow,discounts,17467,330,55943,59874,5,27647
2021-07-23,Google,New items,Development,,4355,186,14687,9153,4,5612
2021-07-23,Google,Wholesale,Interests,hobby,3200,63,3998,22619,3,3920
2021-07-24,Facebook,Crazy discounts,Improvement,,873,88,27815,5777,1,1356
2021-07-24,Facebook,Electronics,Narrow,discounts,34395,728,31673,75106,8,57383
2021-07-24,Facebook,Lookalike,Broad new,you_might_like,1321,254,15397,6368,1,2124
2021-07-24,Facebook,Lookalike,Broad,you_might_like,54497,512,153367,247253,9,81684
2021-07-24,Facebook,New items,Development,,6078,239,20553,12818,3,9015
2021-07-24,Facebook,Promos,Parents,discounts,1201,130,23463,3567,1,2239
2021-07-24,Facebook,Wholesale,Wide,cheap,7480,124,17355,4925,1,9378
2021-07-24,Facebook,Wholesale,Interests,hobby,10352,35,25178,4821,5,17028
2021-07-24,Google,Crazy discounts,Improvement,,1665,312,20335,19227,6,1865
2021-07-24,Google,Electronics,Narrow,discounts,14525,551,33094,64572,8,10936
2021-07-24,Google,Wholesale,Wide,cheap,9283,36,13839,2397,4,7737
2021-07-25,Facebook,Crazy discounts,Improvement,,1965,197,15049,10404,5,2661
2021-07-25,Facebook,Electronics,Narrow,discounts,6744,545,97650,29808,1,10991
2021-07-25,Facebook,Lookalike,Broad,you_might_like,37055,2204,43544,198449,43,59515
2021-07-25,Facebook,Lookalike,Broad new,you_might_like,1482,36,3700,5055,1,1920
2021-07-25,Facebook,New items,Development,,7311,256,7299,9409,1,11130
2021-07-25,Facebook,Promos,Parents,discounts,3831,130,16337,8714,3,7242
2021-07-25,Facebook,Wholesale,Interests,hobby,6617,95,23098,9599,0,11148
2021-07-25,Facebook,Wholesale,Wide,cheap,10514,101,11178,6541,5,10012
2021-07-25,Google,Crazy discounts,Improvement,,1369,54,7755,2424,5,2235
2021-07-25,Google,Electronics,Narrow,discounts,25067,462,81436,73851,10,31309
2021-07-25,Google,New items,Development,,2328,190,15543,7004,4,1752
2021-07-26,Facebook,Crazy discounts,Improvement,,1615,119,11088,5605,6,1429
2021-07-26,Facebook,Electronics,Narrow,discounts,13942,468,62018,43052,5,17915
2021-07-26,Facebook,Lookalike,Broad new,you_might_like,2812,30,10877,4307,3,2305
2021-07-26,Facebook,Lookalike,Broad,you_might_like,21521,342,84220,37566,33,17642
2021-07-26,Facebook,Promos,Parents,discounts,3380,97,21674,9361,1,6244
2021-07-26,Facebook,Wholesale,Interests,hobby,7967,153,5925,13915,4,6537
2021-07-26,Facebook,Wholesale,Wide,cheap,1777,85,9680,4967,2,2892
2021-07-26,Google,Crazy discounts,Improvement,,2934,30,15829,16300,4,4163
2021-07-26,Google,New items,Development,,5998,176,4575,11311,2,4528
2021-07-26,Google,Promos,Parents,discounts,2098,88,9476,7428,1,2132
2021-07-26,Google,Wholesale,Wide,cheap,2296,59,12112,10866,3,3539
2021-07-27,Facebook,Crazy discounts,Improvement,,3121,264,6425,18325,2,2681
2021-07-27,Facebook,Electronics,Narrow,discounts,7866,157,95014,121574,5,7537
2021-07-27,Facebook,Lookalike,Broad new,you_might_like,4941,75,12652,13712,1,8604
2021-07-27,Facebook,Lookalike,Broad,you_might_like,44489,434,86197,89358,34,74211
2021-07-27,Facebook,New items,Development,,2684,340,9077,10492,5,2200
2021-07-27,Facebook,Promos,Parents,discounts,5041,161,20896,15116,2,7889
2021-07-27,Facebook,Wholesale,Interests,hobby,2745,103,7964,6523,4,4641
2021-07-27,Facebook,Wholesale,Wide,cheap,1776,36,7992,8259,1,3035
2021-07-27,Google,Crazy discounts,Improvement,,2343,131,10861,15482,1,2668
2021-07-27,Google,Electronics,Narrow,discounts,6797,197,82097,58744,14,7038
2021-07-27,Google,New items,Development,,5101,138,7527,2863,5,7968
2021-07-27,Google,Promos,Parents,discounts,7242,117,23576,14941,3,11135
2021-07-27,Google,Wholesale,Interests,hobby,8648,109,4674,5005,5,7126
2021-07-28,Facebook,Crazy discounts,Improvement,,2858,227,12238,17519,4,2645
2021-07-28,Facebook,Electronics,Narrow,discounts,25699,780,95050,84352,13,26478
2021-07-28,Facebook,Lookalike,Broad new,you_might_like,3149,105,14753,13880,0,4368
2021-07-28,Facebook,Lookalike,Broad,you_might_like,32881,1131,62145,132106,21,51180
2021-07-28,Facebook,New items,Development,,3331,434,6557,4999,7,4087
2021-07-28,Facebook,Promos,Parents,discounts,2739,54,5669,10752,3,6593
2021-07-28,Facebook,Wholesale,Interests,hobby,7413,110,17593,17256,3,12086
2021-07-28,Facebook,Wholesale,Wide,cheap,2498,46,11141,11679,0,3842
2021-07-28,Google,Crazy discounts,Improvement,,2658,61,9243,2533,2,3597
2021-07-28,Google,Electronics,Narrow,discounts,29119,160,88994,78952,5,19570
2021-07-28,Google,New items,Development,,5794,174,18475,13065,7,5217
2021-07-28,Google,Wholesale,Wide,cheap,5338,51,2785,3676,2,6131
2021-07-28,Google,Wholesale,Interests,hobby,3451,96,19365,19305,2,4065
2021-07-29,Facebook,Crazy discounts,Improvement,,1976,166,11999,18200,4,2645
2021-07-29,Facebook,Electronics,Narrow,discounts,25988,266,34908,50855,2,31856
2021-07-29,Facebook,Lookalike,Broad new,you_might_like,4292,62,4732,4229,3,3906
2021-07-29,Facebook,Lookalike,Broad,you_might_like,27989,705,127024,87997,11,30018
2021-07-29,Facebook,New items,Development,,2597,84,10931,5784,4,2547
2021-07-29,Facebook,Promos,Parents,discounts,4009,34,13349,10713,1,6536
2021-07-29,Facebook,Wholesale,Wide,cheap,6213,41,6399,12479,1,9051
2021-07-29,Facebook,Wholesale,Interests,hobby,4601,49,11279,7087,1,6122
2021-07-29,Google,Crazy discounts,Improvement,,1895,151,18703,14297,1,1294
2021-07-29,Google,Electronics,Narrow,discounts,17201,324,59838,9599,1,14485
2021-07-29,Google,New items,Development,,461,51,2627,7939,0,493
2021-07-29,Google,Promos,Parents,discounts,4158,147,14920,16909,0,4722
2021-07-30,Facebook,Electronics,Narrow,discounts,5775,173,43594,108498,14,6081
2021-07-30,Facebook,Lookalike,Broad,you_might_like,36739,380,89697,116004,24,37448
2021-07-30,Facebook,Lookalike,Broad new,you_might_like,1111,78,14881,12059,2,1513
2021-07-30,Facebook,New items,Development,,1193,231,2360,8370,2,947
2021-07-30,Facebook,Wholesale,Interests,hobby,5274,155,16461,9076,1,8271
2021-07-30,Facebook,Wholesale,Wide,cheap,1820,26,8898,7105,2,1966
2021-07-30,Google,Crazy discounts,Improvement,,853,102,6023,2467,6,761
2021-07-30,Google,Electronics,Narrow,discounts,26785,283,19665,17836,5,27070
2021-07-30,Google,Promos,Parents,discounts,1128,34,13848,17374,4,1531
2021-07-30,Google,Wholesale,Interests,hobby,2057,126,5126,2884,3,2824
2021-07-30,Google,Wholesale,Wide,cheap,2848,18,8809,1036,2,4109
2021-07-31,Facebook,Crazy discounts,Improvement,,2047,269,9815,15198,7,2007
2021-07-31,Facebook,Lookalike,Broad new,you_might_like,2691,176,14538,8288,1,4241
2021-07-31,Facebook,Lookalike,Broad,you_might_like,24950,1223,25751,122934,5,22109
2021-07-31,Facebook,New items,Development,,760,64,13652,11973,4,674
2021-07-31,Facebook,Promos,Parents,discounts,2591,40,25030,7058,1,5154
2021-07-31,Facebook,Wholesale,Interests,hobby,5840,155,5377,5508,3,5631
2021-07-31,Facebook,Wholesale,Wide,cheap,5074,28,7114,9727,2,5813
2021-07-31,Google,Crazy discounts,Improvement,,1237,212,2794,10060,6,842
2021-07-31,Google,Electronics,Narrow,discounts,13739,158,94422,15410,5,15424
2021-07-31,Google,New items,Development,,2068,36,13689,8884,2,2874
2021-07-31,Google,Promos,Parents,discounts,2320,97,18822,5078,1,2835
2021-07-31,Google,Wholesale,Wide,cheap,4909,15,6782,2099,1,5674
2021-07-31,Google,Wholesale,Interests,hobby,6409,131,3123,16542,1,9958
2021-08-01,Facebook,Crazy discounts,Improvement,,2752,205,8941,23962,6,2881
2021-08-01,Facebook,Electronics,Narrow,discounts,25484,268,36102,23314,7,23380
2021-08-01,Facebook,Lookalike,Broad new,you_might_like,2634,87,7080,6191,5,2633
2021-08-01,Facebook,Lookalike,Broad,you_might_like,29792,1283,96408,85368,16,40455
2021-08-01,Facebook,New items,Development,,5172,273,21354,13183,2,4268
2021-08-01,Facebook,Promos,Parents,discounts,3908,40,10525,8007,3,6688
2021-08-01,Facebook,Wholesale,Wide,cheap,3197,36,5694,10211,3,2995
2021-08-01,Facebook,Wholesale,Interests,hobby,6789,37,5500,17599,5,9046
2021-08-01,Google,Crazy discounts,Improvement,,2413,179,20698,20302,9,2370
2021-08-01,Google,Electronics,Narrow,discounts,7819,397,13660,38512,0,7841
2021-08-01,Google,New items,Development,,1158,140,16962,11460,3,1555
2021-08-01,Google,Wholesale,Wide,cheap,3321,16,8170,5764,1,3466
2021-08-01,Google,Wholesale,Interests,hobby,7044,127,3679,5485,6,7396
2021-08-02,Facebook,Brand,Reach 2,recognition,603,11,7522,5144,0,494
2021-08-02,Facebook,Crazy discounts,Improvement,,2350,260,11764,5785,7,3189
2021-08-02,Facebook,Electronics,Narrow,discounts,6877,498,88247,102221,6,9731
2021-08-02,Facebook,Lookalike,Broad,you_might_like,23159,1413,34744,100562,8,19194
2021-08-02,Facebook,Lookalike,Broad new,you_might_like,4608,241,11202,15743,5,5981
2021-08-02,Facebook,Promos,Parents,discounts,4617,181,27888,10423,2,7054
2021-08-02,Facebook,Wholesale,Wide,cheap,3577,16,4151,6889,1,3001
2021-08-02,Facebook,Wholesale,Interests,hobby,7714,146,27380,10575,5,11913
2021-08-02,Google,Crazy discounts,Improvement,,1587,160,9059,15255,9,1226
2021-08-02,Google,Electronics,Narrow,discounts,24147,330,55535,85747,2,32438
2021-08-02,Google,New items,Development,,3279,218,7803,15570,1,3901
2021-08-02,Google,Promos,Parents,discounts,3599,52,14347,11075,2,3896
2021-08-02,Google,Wholesale,Wide,cheap,2391,34,4220,9158,2,3453
2021-08-03,Facebook,Brand,Reach 2,recognition,640,4,15864,12990,0,1049
2021-08-03,Facebook,Crazy discounts,Improvement,,1141,118,8907,24735,5,981
2021-08-03,Facebook,Electronics,Narrow,discounts,15930,886,77477,45479,1,13226
2021-08-03,Facebook,Lookalike,Broad,you_might_like,21654,406,83830,136611,11,28806
2021-08-03,Facebook,Lookalike,Broad new,you_might_like,7093,155,8709,12438,1,7536
2021-08-03,Facebook,New items,Development,,3753,90,14489,12640,0,4879
2021-08-03,Facebook,Wholesale,Interests,hobby,12305,292,15361,19676,6,12287
2021-08-03,Facebook,Wholesale,Wide,cheap,2039,10,4719,4307,1,1760
2021-08-03,Google,Crazy discounts,Improvement,,1617,138,17519,22746,1,1085
2021-08-03,Google,Promos,Parents,discounts,5020,104,11447,7594,0,7294
2021-08-03,Google,Wholesale,Interests,hobby,7366,53,28850,6535,8,5057
2021-08-04,Facebook,Brand,Reach 2,recognition,846,7,6563,17905,0,1304
